"class",1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20,21,22,23,24,25,26,27,28,29,30,31,32,33,34,35,36,37,38,39,40,41,42,43,44,45,46,47,48,49,50,51,52,53,54,55,56,57,58,59,60,61,62,63,64,65,66,67,68,69,70,71,72,73,74,75,76,77,78,79,80,81,82,83,84,85,86,87,88,89,90,91,92,93,94,95,96,97,98,99,100,101,102,103,104,105,106,107,108,109,110
1,0.0695,0.0628,0.0561,0.0477,0.0399,0.0269,-0.0051,-0.0246,-0.0339,-0.0505,-0.0629,-0.0758,-0.0875,-0.0757,-0.0497,-0.0287,0.0777,0.0747,0.071,0.0663,0.0611,0.0542,0.0424,0.029,0.0164,0.003,-0.0102,-0.0233,-0.0361,-0.0441,-0.0452,-0.0419,-0.0165,-0.0239,-0.0299,-0.0372,-0.0423,-0.0547,-0.095,-0.1071,-0.1007,-0.107,-0.1054,-0.1051,-0.1027,-0.0633,-0.009,0.0264,0.8525,1.0445,0.9816,1.0417,1.0025,-0.0225,1.5913,0.4214,1.2524,-1.1124,2.5285,1.0039,-4.8636,0.8661,-4.1961,1.2458,-0.1955,3.5236,3.5098,1.4246,0.1006,-2.1184,1.4961,-3.1569,0.0196,1,0.3207,0.5,13.919,0.0016,0.0089,0.0001,0.0101,0.0001,0.0009,0,0.012,0.0091,0.0155,0.0001,-0.0041,0,9.5258,2.27,-0.6376,-0.1731,0.7583,5.8734,0,1,0,0.0393,0.1348,-0.0004,0.0366,2.4754,54.18,49.485,63.57,0.9843,14.085,9.3902
1,-0.0109,-0.0046,-0.0108,-0.0283,-0.0305,-0.0319,-0.0311,-0.0308,-0.0311,-0.0309,-0.0305,-0.0298,-0.0297,-0.0292,-0.0278,-0.0255,-0.0206,-0.0174,-0.0161,-0.0185,-0.0209,-0.0231,-0.0247,-0.0259,-0.027,-0.0278,-0.0283,-0.0286,-0.0288,-0.0289,-0.0287,-0.028,0.0195,0.0256,0.0105,-0.0196,-0.0192,-0.0176,-0.0127,-0.0098,-0.0082,-0.0064,-0.0043,-0.0023,-0.0017,-0.0007,0.0018,0.005,0.7427,1.0445,0.9816,1.0298,1.0011,-0.8391,2.3317,-1.1848,3.1206,0.5637,2.0258,0.4313,-0.9286,0.444,-0.9559,1.1024,0.9049,4.334,10.049,1.1902,0.9951,-0.0256,0.8245,-0.049,0.002,0.8741,0.975,0,31.882,0.0001,0.0025,0,0.0009,0,0.0007,0,0.0012,0.0005,0.0029,0,0.0008,0,1.0763,3.1986,0.9177,0.458,0.8542,11.25,0,1,0,0.0196,3.5056,-0.0016,0.0966,0.7998,52.05,48.775,58.6,0.0211,9.8253,6.5502
1,0.0606,0.0576,0.0562,0.0544,0.0556,0.0551,0.0524,0.0482,0.0443,0.0392,0.0339,0.0262,0.0191,0.0157,0.0248,0.0452,0.0693,0.0669,0.0648,0.0627,0.0613,0.06,0.0585,0.0564,0.054,0.0511,0.0476,0.0433,0.0385,0.0339,0.0321,0.0347,-0.0172,-0.0187,-0.0172,-0.0166,-0.0114,-0.0099,-0.0121,-0.0165,-0.0194,-0.0237,-0.0274,-0.0343,-0.0388,-0.0365,-0.0146,0.021,0.8286,1.0143,0.9884,1.0079,0.9994,0.5598,1.9968,-0.2285,18.177,0.7883,1.8825,1.1829,-1.0474,1.5482,-1.3709,1.0642,0.9327,24.099,20.373,1.2131,1,0,5.1351,0,0.0024,1,1,0.0039,116.24,0.0003,0.0016,0.0001,0.0013,0.0001,0.0003,0,0.003,0.001,0.0037,0,0.0026,0,1.5787,0.0728,-0.9091,-6.0228,0.575,69.192,0,1,0,0.0375,1.2857,-1.0082,31.456,1.9949,51.979,49.792,56.352,0,6.5594,4.3729
1,0.0556,0.0551,0.0524,0.0482,0.0443,0.0392,0.0339,0.0262,0.0191,0.0157,0.0248,0.0452,0.0663,0.0764,0.0827,0.1091,0.0613,0.06,0.0585,0.0564,0.054,0.0511,0.0476,0.0433,0.0385,0.0339,0.0321,0.0347,0.041,0.0481,0.055,0.0658,-0.0114,-0.0099,-0.0121,-0.0165,-0.0194,-0.0237,-0.0274,-0.0343,-0.0388,-0.0365,-0.0146,0.021,0.0505,0.0566,0.0554,0.0864,1,1.034,0.9884,1.034,1.0061,1.5259,4.5241,-0.0764,2.0361,0.6883,1.7581,0.5325,-0.0176,15.903,-0.5263,4.7085,0.9346,4.2881,8.0526,1.4771,-0.2392,-2.5973,2.046,-9.9789,0.0106,0.9281,0.8911,0.0625,33.242,0.003,0.0085,0.0004,0.0093,0.0004,0.0001,0,0.0127,0.0078,0.0185,0.0002,0.0079,0.0001,1.3491,1.5932,0.2283,0.1524,0.6,6.0929,0,1,0,0.0142,0.5805,-0.0021,0.202,1.1443,55.877,51.092,65.448,4.204,14.357,9.5711
1,0.047,0.0387,0.0365,0.0383,0.0394,0.0365,0.0331,0.03,0.0249,0.0238,0.0242,0.0299,0.0347,0.0494,0.0762,0.0963,0.0216,0.025,0.0273,0.0295,0.0315,0.0325,0.0326,0.0321,0.0306,0.0293,0.0283,0.0286,0.0298,0.0337,0.0422,0.053,0.0508,0.0273,0.0184,0.0177,0.0158,0.0081,0.001,-0.0042,-0.0115,-0.011,-0.0081,0.0026,0.0099,0.0313,0.0679,0.0866,0.9216,1.0295,0.9899,1.0171,0.9994,-0.173,1.7802,2.6004,12.444,0.4874,1.074,0.5949,-6.6667,0.7692,-8.6207,1.0451,0.6992,17.051,28.664,1.6767,0.9248,-0.1111,11.539,-2.1552,0.0007,1,0.8485,0.0625,39.88,0.0003,0.0012,0,0.0006,0,0.0003,0,0.0009,0.0001,0.0004,0,-0.0005,0,0.3048,0.5273,0.1212,0.2926,0.8458,33.429,1,2.601,0.3845,0.0978,1.0003,-0.0001,1.2977,0.2142,43.795,43.875,43.636,0.641,-0.239,-0.1593
1,-0.1929,-0.1919,-0.1921,-0.171,-0.1676,-0.175,-0.1677,-0.1552,-0.131,-0.0713,-0.0238,0.0177,0.0508,0.0673,0.0899,0.1122,-0.1399,-0.1503,-0.1587,-0.1611,-0.1624,-0.165,-0.1655,-0.1635,-0.157,-0.1398,-0.1166,-0.0898,-0.0617,-0.0359,-0.0107,0.0139,-0.106,-0.0832,-0.0669,-0.0197,-0.0104,-0.0202,-0.0044,0.0164,0.052,0.137,0.1856,0.2149,0.2249,0.2064,0.2013,0.1966,0.9865,1.0189,0.9789,1.001,1.0005,2.1412,6.4297,1.3601,3.4223,0.2679,1.1181,1.6196,-0.0909,1.1957,-0.0671,1.0743,0.9932,16.088,9.9336,1.777,1,0,12.5,0,0.0038,1,0.8319,0,60.588,0.0015,-0.0002,0,0.0007,0,0.0005,0,0.0047,0.0012,0.0052,0,0.0042,0,3.5469,0.6394,-0.8555,-0.6593,0.6083,3.9823,1,2.9447,0.1915,0.3855,0.2776,0.0008,0.0769,3.326,55.509,51.936,62.653,0,10.717,7.1447
0,0.0117,0.0154,0.0189,0.0222,0.0254,0.0315,0.0424,0.0528,0.0572,0.0584,0.0578,0.0575,0.059,0.0627,0.0649,0.0699,-0.0037,0.0001,0.0039,0.0075,0.0111,0.0152,0.0206,0.0271,0.0331,0.0381,0.0421,0.0452,0.0479,0.0509,0.0537,0.0569,0.0308,0.0305,0.03,0.0294,0.0285,0.0327,0.0435,0.0515,0.0482,0.0404,0.0315,0.0247,0.0222,0.0237,0.0224,0.0259,0.6943,1.0291,0.993,1.0239,1,0.0124,1.6898,-0.3914,1.5807,0.0854,2.1491,0.6106,-0.4737,1.5677,-1.2162,1.5191,0.7541,3.0198,4.9459,1.7158,0.9836,-0.0229,2.1617,-0.0811,0.0004,0.918,0.6045,0.0039,25.132,0.0002,0.0003,0,-0.0001,0,0.0006,0,0.0027,0.0021,0.003,0,0.0026,0,0.8528,2.5459,0.642,0.4422,0.6542,2.7761,1,27.011,0.037,0.4824,1.529,-0.0004,1.0932,1.1292,33.491,41.733,17.006,0.0495,-24.728,-16.485
0,0.0189,0.0222,0.0254,0.0315,0.0424,0.0528,0.0572,0.0584,0.0578,0.0575,0.059,0.0627,0.0649,0.0699,0.0738,0.0776,0.0039,0.0075,0.0111,0.0152,0.0206,0.0271,0.0331,0.0381,0.0421,0.0452,0.0479,0.0509,0.0537,0.0569,0.0603,0.0638,0.03,0.0294,0.0285,0.0327,0.0435,0.0515,0.0482,0.0404,0.0315,0.0247,0.0222,0.0237,0.0224,0.0259,0.0269,0.0276,0.6943,1.0291,0.993,1.0239,1,-0.1024,1.8248,-0.2812,1.5187,0.0811,1.9548,0.5072,-0.4737,1.721,-1.6071,1.3785,0.8207,4.5471,8.9643,1.2709,0.988,-0.0441,1.2319,-0.1071,0.0004,0.721,0.9577,0.002,34.47,0.0001,0.0006,0,0.0011,0,0.0005,0,0.0028,0.0022,0.003,0,0.0026,0,0.6456,2.5349,0.7483,0.5865,0.6542,4.3662,1,21.676,0.0441,0.3872,15.006,-0.0004,0.6073,1.0163,33.675,41.795,17.434,0.0543,-24.36,-16.24
0,0.0271,0.0248,0.0228,0.0209,0.0175,0.0132,0.0056,-0.002,-0.0087,-0.0115,-0.0144,-0.0164,-0.0179,-0.0204,-0.0157,-0.0063,0.0432,0.0396,0.0362,0.0331,0.03,0.0266,0.0224,0.0175,0.0123,0.0075,0.0031,-0.0008,-0.0042,-0.0074,-0.0091,-0.0085,-0.0322,-0.0295,-0.0269,-0.0245,-0.0249,-0.027,-0.0337,-0.0391,-0.0421,-0.0381,-0.035,-0.0313,-0.0273,-0.0259,-0.0133,0.0044,0.9724,1.0291,0.993,1.02,1.0007,-0.7013,1.8552,1.4222,3.4929,0.4787,1.2646,0.804,-0.5091,1.3819,-0.875,1.2696,0.8627,5.1256,6.375,1.7451,1,0,3.8191,0,0.0035,1,1,0.0625,28.016,0.0008,0.0025,0,0.0036,0,0.0015,0,0.0043,0.0025,0.0061,0.0001,0.0026,0.0001,1.0416,0.2607,-0.622,-1.5872,0.7542,7.2973,0,1,0,0.0738,1.2401,-1.0243,91.906,0.6134,30.791,37.617,17.141,0,-20.476,-13.651
1,0.0248,0.0228,0.0209,0.0175,0.0132,0.0056,-0.002,-0.0087,-0.0115,-0.0144,-0.0164,-0.0179,-0.0204,-0.0157,-0.0063,0.0027,0.0396,0.0362,0.0331,0.03,0.0266,0.0224,0.0175,0.0123,0.0075,0.0031,-0.0008,-0.0042,-0.0074,-0.0091,-0.0085,-0.0063,-0.0295,-0.0269,-0.0245,-0.0249,-0.027,-0.0337,-0.0391,-0.0421,-0.0381,-0.035,-0.0313,-0.0273,-0.0259,-0.0133,0.0044,0.018,0.4066,1.0291,0.993,1.0204,0.9998,-0.9567,4.8778,0.2255,1.6265,-0.3125,1.4341,0.6391,-0.5091,1.6272,-1.2963,1.1467,0.9253,11.095,17.361,1.32,1,0,3.5503,0,0.0039,1,1,0.001,51.499,0.0007,0.0022,0,0.0009,0,0.0014,0,0.0064,0.0034,0.0065,0,0.0061,0.0001,0.6807,0.9449,0.1214,0.148,0.7583,10.5,0,1,0,0.2621,1.2804,-1.0243,89.696,0.9613,30.908,37.656,17.412,0,-20.244,-13.496
0,0.0313,0.034,0.035,0.0329,0.0301,0.0276,0.0245,0.0234,0.0206,0.0191,0.0168,0.0117,0.0083,0.008,0.01,0.0163,0.032,0.0324,0.0329,0.0329,0.0323,0.0314,0.03,0.0287,0.0271,0.0255,0.0237,0.0213,0.0187,0.0166,0.0153,0.0155,-0.0012,0.0033,0.0042,0,-0.0045,-0.0076,-0.011,-0.0106,-0.0129,-0.0128,-0.0138,-0.0193,-0.0208,-0.0172,-0.0105,0.0016,0.9341,1.0338,1,1.0222,1.0006,-0.5207,1.5514,-0.968,3.9186,0.0072,1.2385,0.6625,-0.4,0.7332,-0.4427,1.122,0.9512,6.0122,9.0748,1.1598,0.8841,-0.7253,0.9605,-1.0516,0.0009,1,0.8781,0.125,47.884,0.0002,0.0014,0,0.0009,0,0.0007,0,0.0016,0.0007,0.0018,0,0.0009,0,0.8021,0.8807,0.0146,0.0173,0.75,16.105,1,10.009,0.0102,0.0244,10.009,-0.0009,0.0921,0.9747,43.88,44.422,42.796,0.682,-1.6256,-1.0837
1,0.0264,0.0259,0.0261,0.0235,0.0212,0.0176,0.0153,0.0126,0.0119,0.0112,0.0122,0.0112,0.0111,0.0108,0.0177,0.0293,0.0252,0.0253,0.0255,0.0251,0.0243,0.023,0.0214,0.0197,0.0181,0.0167,0.0158,0.0149,0.0141,0.0135,0.0143,0.0173,0.0025,0.0012,0.0012,-0.0032,-0.0062,-0.0108,-0.0122,-0.0141,-0.0124,-0.011,-0.0073,-0.0074,-0.0061,-0.0053,0.0068,0.024,1,1.04,1,1.0382,0.9989,1.2208,3.281,0.7348,3.8362,0.2215,0.7577,1.0572,-0.129,1.3432,-0.1639,1.2056,0.9735,6.5338,6.1803,4.2317,0.9721,-0.0086,21.115,-0.1721,0.0089,1,0.9865,0.0313,44.03,0.005,0.0083,0.0001,0.0012,0,0.0006,0,0.0091,0.0024,0.0107,0.0001,0.0018,0,0.9844,1.0279,0.0214,0.0213,0.8458,1.9201,1,228.7,0.0011,0.6114,153.25,-0.0009,1.9159,2.6611,47.863,45.749,52.09,0.182,6.3409,4.2272
0,0.031,0.0267,0.0198,0.0142,0.0137,0.013,0.0132,0.0132,0.0115,0.0076,0.0044,0.0035,0.0027,0.0029,0.0054,0.0089,0.0376,0.0354,0.0323,0.0287,0.0257,0.0231,0.0212,0.0196,0.0179,0.0159,0.0136,0.0116,0.0098,0.0084,0.0078,0.008,-0.0131,-0.0174,-0.0249,-0.0289,-0.024,-0.0202,-0.0159,-0.0127,-0.013,-0.0166,-0.0183,-0.0161,-0.0141,-0.011,-0.0048,0.0017,0.9526,1.048,1,1.0364,1.0005,0.0622,1.6274,-2.0318,6.9888,0.5608,2.3975,0.3656,-0.0915,0.2439,-0.061,1.4481,0.959,0.5443,1.489,2.1694,0.9727,-0.0234,0.6365,-0.0407,0.0009,1,0.9772,0.0625,21.373,0.0001,0.0022,0.0001,0.0006,0,0.0001,0,0.0001,0,0.0009,0,0,0,1.2415,1.162,0.0588,0.0497,0.9583,2.0548,0,1,0,0.0876,3.2051,-0.0009,0.0722,1.8436,45.976,45.121,47.688,0.0149,2.5673,1.7115
1,0.0362,0.0356,0.0323,0.0277,0.0214,0.0163,0.0128,0.0076,0.0034,0.0009,-0.0027,-0.0062,-0.0074,-0.0066,0.0021,0.0144,0.034,0.0343,0.0339,0.0327,0.0304,0.0276,0.0246,0.0212,0.0177,0.0143,0.0109,0.0075,0.0045,0.0023,0.0023,0.0047,0.0044,0.0025,-0.0033,-0.0099,-0.018,-0.0226,-0.0236,-0.0272,-0.0285,-0.0268,-0.0272,-0.0275,-0.0238,-0.0178,-0.0003,0.0195,0.9836,1.0216,0.9812,1.0085,1.0033,-0.2539,1.4928,-0.8731,2.8319,0.8221,2.0386,0.1707,-0.0758,1.3651,-0.6061,2.0598,0.9197,1.288,7.5469,3.5228,1,0,3.2495,0,0.0085,0.7749,1,0.0005,43.707,0.003,0.0066,0.0002,0.002,0.0001,0.0008,0,0.0041,0,0.0085,0,0.0009,0,0.3205,1.4659,0.56,0.5826,0.7542,1.525,0,1,0,0.0213,1.3683,-1.0141,63.348,1.8412,37.45,40.565,31.221,0,-9.3438,-6.2292
1,-1.4662,-1.5368,-1.5745,-1.5862,-1.5773,-1.5523,-1.515,-1.4686,-1.4154,-1.3577,-1.2969,-1.2346,-1.1717,-1.109,-1.0872,-1.072,-1.0075,-1.1134,-1.2056,-1.2817,-1.3408,-1.3831,-1.4095,-1.4213,-1.4201,-1.4076,-1.3855,-1.3553,-1.3186,-1.2767,-1.2388,-1.2054,-0.9173,-0.8467,-0.7378,-0.6089,-0.4728,-0.3383,-0.211,-0.0945,0.0094,0.1,0.1771,0.2415,0.2939,0.3353,0.3032,0.2668,1,1.0425,1.0239,1.0397,1.011,1.3556,11.954,1.5517,5.3471,0.6552,1.4488,0.24,-0.1161,34.453,-16.667,7.46,0.25,5.3333,22.222,1.4,0.5875,-1.0313,2.1333,-9.1667,0.0077,1,0.6308,0.5,10.676,0.002,0.0038,0.0003,0.002,0.0001,0.0006,0,0.0121,0.0076,0.01,0.0003,0.0024,0.0001,0.4201,1.2524,0.3898,0.4316,0,12,1,2.0054,0.0488,0.0504,0.1823,-0.0015,0.6667,0,28.942,36.326,14.174,1.5333,-22.152,-14.768
1,-1.4662,-1.5368,-1.5745,-1.5862,-1.5773,-1.5523,-1.515,-1.4686,-1.4154,-1.3577,-1.2969,-1.2346,-1.1717,-1.109,-1.0872,-1.072,-1.0075,-1.1134,-1.2056,-1.2817,-1.3408,-1.3831,-1.4095,-1.4213,-1.4201,-1.4076,-1.3855,-1.3553,-1.3186,-1.2767,-1.2388,-1.2054,-0.9173,-0.8467,-0.7378,-0.6089,-0.4728,-0.3383,-0.211,-0.0945,0.0094,0.1,0.1771,0.2415,0.2939,0.3353,0.3032,0.2668,1,1.0466,1.0239,1.0442,1.0144,0.5328,1.3935,0.2551,1.4798,0.4235,1.9828,1,-0.1161,49.692,-5.7692,5.8755,0.434,10.192,10.192,1.6038,0.7075,-0.4844,6.1538,-2.9808,0.0122,0.9762,0.7474,0.25,14.146,0.0033,0.0042,0.0003,0.0103,0.0007,0.0004,0,0.0158,0.0085,0.0146,0.0004,0.0097,0.0005,2.6105,1.0297,-0.4356,-0.2947,0,10.4,2,9.5264,0.0783,0.4677,10.023,-0.0022,1.1111,0,31.509,37.182,20.163,2.2115,-17.018,-11.346
1,-1.4662,-1.5368,-1.5745,-1.5862,-1.5773,-1.5523,-1.515,-1.4686,-1.4154,-1.3577,-1.2969,-1.2346,-1.1717,-1.109,-1.0872,-1.072,-1.0075,-1.1134,-1.2056,-1.2817,-1.3408,-1.3831,-1.4095,-1.4213,-1.4201,-1.4076,-1.3855,-1.3553,-1.3186,-1.2767,-1.2388,-1.2054,-0.9173,-0.8467,-0.7378,-0.6089,-0.4728,-0.3383,-0.211,-0.0945,0.0094,0.1,0.1771,0.2415,0.2939,0.3353,0.3032,0.2668,1,1.0498,1.0239,1.0469,1.0145,-1.1616,4.7362,-0.6013,4.3766,0.8409,2.1414,0.1529,-0.4789,5.5882,-17.5,3.9688,-0.4219,1.8824,12.308,2.6538,0.0625,-0.5669,3.1129,-11.539,0.0072,0.9063,0.2586,0.125,8.5408,0.0009,0.0064,0.0005,0.0009,0.0001,0.0004,0,0.0131,0.0118,0.0173,0.0004,0.0146,0.0005,0.6228,2.9335,1.2774,0.6519,0,1.8182,1,0.7143,1.4,0.791,0,1.0469,0,0,31.577,37.204,20.323,0.6471,-16.881,-11.254
1,-0.1823,-0.145,-0.1092,-0.0561,-0.0417,-0.065,-0.1217,-0.1256,-0.0929,-0.0719,-0.0473,-0.0244,-0.0046,0.0102,0.0217,0.0504,-0.4407,-0.3816,-0.3271,-0.2729,-0.2266,-0.1943,-0.1798,-0.169,-0.1537,-0.1374,-0.1194,-0.1004,-0.0812,-0.0629,-0.046,-0.0267,0.5167,0.4732,0.4357,0.4337,0.3699,0.2586,0.1162,0.0867,0.1216,0.131,0.144,0.1519,0.1533,0.1463,0.1354,0.1542,0.2692,1.0541,0.926,0.9953,1.0024,-7.888,83.195,-0.2264,3.1326,-0.2417,0.3229,0.2814,-0.0097,3.3842,-0.1163,3.9381,0.9716,1.1518,4.093,1.3977,0.9148,-0.2143,0.4581,-0.3488,0.0029,0.8864,0.7647,0.0625,9.3949,0.0004,0.0021,0.0001,0.0012,0.0001,0.001,0,0.0027,0.0014,0.0044,0,0.0015,0,1.39,1.4325,0.2466,0.1733,0.2083,4.2353,0,1,0,0.0324,3.2551,-0.0027,0.6798,0.3622,31.177,37.071,19.389,0.0982,-17.682,-11.788
0,-0.0929,-0.0719,-0.0473,-0.0244,-0.0046,0.0102,0.0217,0.0504,0.1162,0.1799,0.2302,0.2551,0.2596,0.2052,0.1674,0.1599,-0.1537,-0.1374,-0.1194,-0.1004,-0.0812,-0.0629,-0.046,-0.0267,0.0019,0.0375,0.076,0.1118,0.1414,0.1542,0.1568,0.1574,0.1216,0.131,0.144,0.1519,0.1533,0.1463,0.1354,0.1542,0.2286,0.2849,0.3084,0.2865,0.2365,0.1021,0.0212,0.0049,0.3167,1.0541,0.926,0.9953,1.0013,-0.2973,1.4198,-0.3751,1.343,0.0595,1.7317,1.0533,-1.4,0.3333,-0.443,1.0769,0.8923,4.3333,4.1139,1.3846,0.9385,-0.16,1.6667,-0.2532,0.0015,1,0.8214,0.0156,17.349,0.0001,0.0006,0,0.0032,0.0001,0.0009,0,0.0046,0.0041,0.0059,0,0.0044,0,2.0268,2.1498,-0.0008,-0.0004,0.2417,10.5,0,1,0,0.0462,0.6667,0,0.0444,1.5013,30.95,36.995,18.859,0.2,-18.136,-12.091
1,-0.1173,-0.1037,-0.0576,-0.0177,0.0187,0.0477,0.0619,0.0524,0.0404,0.0345,0.0534,0.066,0.0735,0.0778,0.0866,0.1181,-0.1649,-0.1527,-0.1337,-0.1105,-0.0846,-0.0582,-0.0342,-0.0169,-0.0054,0.0026,0.0127,0.0234,0.0334,0.0423,0.0512,0.0646,0.0953,0.0979,0.1521,0.1856,0.2066,0.2117,0.1921,0.1385,0.0915,0.0638,0.0813,0.0852,0.0802,0.071,0.071,0.1071,0.5789,1.0541,0.926,0.9909,0.9999,1.0647,2.5315,0.3117,2.1482,0.6363,2.5179,1.3795,-0.0492,3.6747,-0.131,2.6053,0.9211,2.2892,1.6594,3.2632,1,0,5.1807,0,0.0037,1,0.9884,0.125,10.142,0.0023,0.0042,0.0002,0.0016,0.0001,0.0006,0,0.0039,0.0006,0.0044,0.0001,0.0013,0,3.1942,0.2188,-0.9037,-1.8957,0.4667,1.4884,0,1,0,1.322,85.274,-0.0031,1.3688,1.1032,31.233,34.923,23.852,0,-11.071,-7.3805
0,0.0866,0.1181,0.1973,0.249,0.2628,0.2707,0.2897,0.2965,0.3,0.3169,0.3241,0.3301,0.331,0.3272,0.3212,0.3121,0.0512,0.0646,0.0911,0.1227,0.1507,0.1747,0.1977,0.2174,0.234,0.2505,0.2653,0.2782,0.2888,0.2965,0.3014,0.3036,0.071,0.1071,0.2123,0.2527,0.2243,0.1919,0.1839,0.158,0.1321,0.1327,0.1178,0.1037,0.0845,0.0614,0.0396,0.0171,0.5547,1.0541,0.926,1.0027,1,2.3833,8.7471,-1.4335,3.2474,0.0901,5.4773,0.2795,-4.1111,0.1128,-1.6592,1.2308,0.0513,0.4889,1.7489,1.5385,0.9487,-0.0952,0.2633,-0.0897,0.0001,0.8205,0.8261,0.125,10.409,0,0.0001,0,0,0,0.0002,0,0,0,0,0,0,0,0.8746,1.0101,0.0383,0.0392,0.525,7.0588,1,3.2508,0.3076,0.4194,0.7502,-0.0001,0.0625,0,35.304,35.303,35.307,0.0251,0.005,0.0033
1,0.331,0.3272,0.3212,0.3121,0.3014,0.2912,0.279,0.2664,0.2526,0.2381,0.2249,0.2072,0.1893,0.174,0.2062,0.2531,0.2888,0.2965,0.3014,0.3036,0.3031,0.3007,0.2964,0.2904,0.2828,0.2739,0.2641,0.2527,0.24,0.2268,0.2227,0.2288,0.0845,0.0614,0.0396,0.0171,-0.0035,-0.0191,-0.0347,-0.048,-0.0605,-0.0715,-0.0784,-0.0911,-0.1014,-0.1057,-0.0329,0.0486,0.446,1.0541,0.926,1.0041,1.0001,-0.6002,2.326,1.0371,2.4739,0.5511,1.1828,0.1914,-0.2222,0.8612,-1,1.2278,0.9494,3.7799,19.75,2.019,1,0,3.8517,0,0.0016,1,1,0.125,21.085,0.0005,0.0076,0.0002,0.0032,0.0001,0.0002,0,0.0023,0.0012,0.0029,0,0.0013,0,0.3174,0.9037,0.1796,0.258,0.5708,6.9565,0,1,0,0.3934,1.331,-1.0041,287.89,0.2053,37.424,36.009,40.254,0,4.2446,2.8298
0,0.3272,0.3212,0.3121,0.3014,0.2912,0.279,0.2664,0.2526,0.2381,0.2249,0.2072,0.1893,0.174,0.2062,0.2531,0.2949,0.2965,0.3014,0.3036,0.3031,0.3007,0.2964,0.2904,0.2828,0.2739,0.2641,0.2527,0.24,0.2268,0.2227,0.2288,0.242,0.0614,0.0396,0.0171,-0.0035,-0.0191,-0.0347,-0.048,-0.0605,-0.0715,-0.0784,-0.0911,-0.1014,-0.1057,-0.0329,0.0486,0.1058,0.461,1.0541,0.926,1.0159,1.0001,1.0597,4.1856,-1.5926,8.2045,-0.7183,2.5865,0.8246,-2.8235,1.4912,-5.1064,1.2787,0.2131,5.3509,6.4894,1.4426,0.6721,-0.7407,2.3684,-2.1277,0.0003,0.7692,0.6915,0.0313,16.281,-0.0003,0,0,0,0,-0.0003,0,0.0035,0.0042,0.0075,0,0.0072,0,0.9216,0.9344,0.0001,0.0001,0.5833,8.4767,0,1,0,0.05,3.8505,-0.0001,2.1736,0.7673,37.636,36.08,40.748,0.614,4.6686,3.1124
0,0.3121,0.3014,0.2912,0.279,0.2664,0.2526,0.2381,0.2249,0.2072,0.1893,0.174,0.2062,0.2531,0.2949,0.3091,0.3168,0.3036,0.3031,0.3007,0.2964,0.2904,0.2828,0.2739,0.2641,0.2527,0.24,0.2268,0.2227,0.2288,0.242,0.2554,0.2677,0.0171,-0.0035,-0.0191,-0.0347,-0.048,-0.0605,-0.0715,-0.0784,-0.0911,-0.1014,-0.1057,-0.0329,0.0486,0.1058,0.1074,0.0981,0.4126,1.0541,0.926,1.0131,1.0001,1.0417,2.7743,-0.0429,1.608,-0.3651,1.0837,1.4474,-0.1875,2.1053,-0.2727,1.5926,0.8889,3.5526,2.4545,1.1852,-1,-10.8,0.6579,-4.9091,0.0004,0.8621,0.5085,0.125,7.2063,0.0002,0.0017,0.0001,0.0003,0,0.0002,0,-0.0003,-0.0007,-0.0025,0,-0.0029,0,1.4127,0.905,-0.2481,-0.2158,0.5875,2.807,3,1.0371,0.9643,1.1204,0.1111,0.0013,0.088,0.698,37.159,35.921,39.635,4.2105,3.7147,2.4764
0,0.2072,0.1893,0.174,0.2062,0.2531,0.2949,0.3091,0.3168,0.3167,0.2996,0.2707,0.2394,0.2146,0.2063,0.2381,0.3185,0.2527,0.24,0.2268,0.2227,0.2288,0.242,0.2554,0.2677,0.2775,0.2819,0.2797,0.2716,0.2602,0.2494,0.2472,0.2614,-0.0911,-0.1014,-0.1057,-0.0329,0.0486,0.1058,0.1074,0.0981,0.0785,0.0353,-0.0179,-0.0644,-0.0912,-0.0863,-0.0182,0.1141,0.7267,1.0541,0.926,1.0248,1.005,0.8051,2.0507,-0.9138,2.9514,0.278,0.6327,0.1648,-3.6667,0.1818,-4.0441,1.0408,0.8503,4.4545,27.022,2.3129,1,0,5.8485,0,0.009,0.9894,0.9845,0.0625,39.234,0.0011,0.0074,0.0001,0.0018,0,0.0009,0,0.0059,0.0039,0.0124,0.0002,0.0034,0.0001,0.1522,1.7585,0.8172,1.1643,0.6208,3.057,0,1,0,0.0109,4.03,-0.009,0.9823,0.2326,40.047,36.883,46.374,0,9.491,6.3274
